506295_unique_latency_date,506295_unique_latency_time,506295_unique_latency_p50,506295_unique_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,202181_unique_latency_date,202181_unique_latency_time,202181_unique_latency_p50,202181_unique_latency_p999,969038_unique_latency_date,969038_unique_latency_time,969038_unique_latency_p50,969038_unique_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999
2016-4-8,16:47:32,13133,63280,2016-4-8,16:46:11,25615,30585,2016-4-8,16:46:11,21227,33363,2016-4-8,16:46:11,25712,60996,2016-4-8,16:46:11,9964,43993,2016-4-8,16:46:11,24680,34853,2016-4-8,16:46:11,24129,43131
2016-4-8,16:47:33,13110,63251,2016-4-8,16:46:12,24836,125439,2016-4-8,16:46:12,23286,45876,2016-4-8,16:46:12,19339,60970,2016-4-8,16:46:12,7617,43953,2016-4-8,16:46:12,20307,44112,2016-4-8,16:46:12,21319,49451
2016-4-8,16:47:34,13087,63213,2016-4-8,16:46:13,18847,182843,2016-4-8,16:46:13,18782,45955,2016-4-8,16:46:13,14282,60907,2016-4-8,16:46:13,6441,43880,2016-4-8,16:46:13,16791,45999,2016-4-8,16:46:13,17699,50247
2016-4-8,16:47:35,13066,63172,2016-4-8,16:46:14,16181,176055,2016-4-8,16:46:14,15854,44887,2016-4-8,16:46:14,12272,60833,2016-4-8,16:46:14,6161,43805,2016-4-8,16:46:14,16293,44316,2016-4-8,16:46:14,17587,54807
2016-4-8,16:47:36,13045,63130,2016-4-8,16:46:15,16571,189717,2016-4-8,16:46:15,15599,45634,2016-4-8,16:46:15,11953,60747,2016-4-8,16:46:15,6097,43717,2016-4-8,16:46:15,15384,43141,2016-4-8,16:46:15,16141,48878
2016-4-8,16:47:37,13022,63088,2016-4-8,16:46:16,15795,180394,2016-4-8,16:46:16,15232,47579,2016-4-8,16:46:16,11997,81623,2016-4-8,16:46:16,5889,58695,2016-4-8,16:46:16,15868,44585,2016-4-8,16:46:16,16841,52605
2016-4-8,16:47:38,13003,63047,2016-4-8,16:46:17,15932,182424,2016-4-8,16:46:17,15458,51142,2016-4-8,16:46:17,11872,132655,2016-4-8,16:46:17,5768,61454,2016-4-8,16:46:17,15715,44977,2016-4-8,16:46:17,16303,50939
2016-4-8,16:47:39,12996,63017,2016-4-8,16:46:18,15508,175275,2016-4-8,16:46:18,14603,49636,2016-4-8,16:46:18,11783,132607,2016-4-8,16:46:18,5709,61223,2016-4-8,16:46:18,15303,45905,2016-4-8,16:46:18,16194,51236
2016-4-8,16:47:40,12981,62162,2016-4-8,16:46:19,15873,180657,2016-4-8,16:46:19,15512,53071,2016-4-8,16:46:19,11840,132565,2016-4-8,16:46:19,5774,53737,2016-4-8,16:46:19,15141,48600,2016-4-8,16:46:19,15929,49490
2016-4-8,16:47:41,12971,61858,2016-4-8,16:46:20,15715,180435,2016-4-8,16:46:20,15127,208461,2016-4-8,16:46:20,12087,132506,2016-4-8,16:46:20,5827,43948,2016-4-8,16:46:20,14998,48306,2016-4-8,16:46:20,15475,50250
2016-4-8,16:47:42,12980,61767,2016-4-8,16:46:21,15320,178828,2016-4-8,16:46:21,14867,216581,2016-4-8,16:46:21,12208,132447,2016-4-8,16:46:21,5855,43883,2016-4-8,16:46:21,14827,48967,2016-4-8,16:46:21,15761,51309
2016-4-8,16:47:43,12993,62740,2016-4-8,16:46:22,15346,180257,2016-4-8,16:46:22,14956,217708,2016-4-8,16:46:22,12185,132387,2016-4-8,16:46:22,5853,43834,2016-4-8,16:46:22,14666,47610,2016-4-8,16:46:22,15680,53650
2016-4-8,16:47:44,12979,63177,2016-4-8,16:46:23,15297,182933,2016-4-8,16:46:23,14495,221798,2016-4-8,16:46:23,12093,132328,2016-4-8,16:46:23,5834,43783,2016-4-8,16:46:23,14812,50584,2016-4-8,16:46:23,15271,49282
2016-4-8,16:47:45,12954,63131,2016-4-8,16:46:24,14838,181116,2016-4-8,16:46:24,14364,204147,2016-4-8,16:46:24,11954,132269,2016-4-8,16:46:24,5779,43655,2016-4-8,16:46:24,14299,49132,2016-4-8,16:46:24,15477,53093
2016-4-8,16:47:46,12934,63097,2016-4-8,16:46:25,14899,182168,2016-4-8,16:46:25,14543,231691,2016-4-8,16:46:25,11877,132225,2016-4-8,16:46:25,5748,43468,2016-4-8,16:46:25,14015,47082,2016-4-8,16:46:25,15405,52880
2016-4-8,16:47:47,12914,63064,2016-4-8,16:46:26,14358,181997,2016-4-8,16:46:26,13825,208840,2016-4-8,16:46:26,11911,132211,2016-4-8,16:46:26,5710,43271,2016-4-8,16:46:26,14292,50735,2016-4-8,16:46:26,14410,48070
2016-4-8,16:47:48,12886,62938,2016-4-8,16:46:27,14340,181106,2016-4-8,16:46:27,13665,199931,2016-4-8,16:46:27,11955,132195,2016-4-8,16:46:27,5716,35136,2016-4-8,16:46:27,13400,43667,2016-4-8,16:46:27,14451,48441
2016-4-8,16:47:49,12868,61937,2016-4-8,16:46:28,14444,187573,2016-4-8,16:46:28,14227,206369,2016-4-8,16:46:28,11921,132175,2016-4-8,16:46:28,5705,14985,2016-4-8,16:46:28,13951,49173,2016-4-8,16:46:28,14633,51533
2016-4-8,16:47:50,12872,61839,2016-4-8,16:46:29,14417,184489,2016-4-8,16:46:29,13559,200021,2016-4-8,16:46:29,11960,132156,2016-4-8,16:46:29,5748,14967,2016-4-8,16:46:29,13833,49131,2016-4-8,16:46:29,14744,52105
2016-4-8,16:47:51,12868,61742,2016-4-8,16:46:30,13507,171729,2016-4-8,16:46:30,13625,218135,2016-4-8,16:46:30,11910,132135,2016-4-8,16:46:30,5743,14948,2016-4-8,16:46:30,13662,50335,2016-4-8,16:46:30,14399,50168
2016-4-8,16:47:52,12852,61659,2016-4-8,16:46:31,13933,185255,2016-4-8,16:46:31,13661,213429,2016-4-8,16:46:31,11812,132115,2016-4-8,16:46:31,5705,14930,2016-4-8,16:46:31,13584,49140,2016-4-8,16:46:31,14118,50806
2016-4-8,16:47:53,12837,61575,2016-4-8,16:46:32,13743,181920,2016-4-8,16:46:32,13978,227858,2016-4-8,16:46:32,11745,132098,2016-4-8,16:46:32,5686,14912,2016-4-8,16:46:32,13520,50439,2016-4-8,16:46:32,14321,54348
2016-4-8,16:47:54,12815,61462,2016-4-8,16:46:33,13607,179442,2016-4-8,16:46:33,13325,198503,2016-4-8,16:46:33,11818,132083,2016-4-8,16:46:33,5728,14908,2016-4-8,16:46:33,13965,50868,2016-4-8,16:46:33,13862,50352
2016-4-8,16:47:55,12792,61346,2016-4-8,16:46:34,13675,178324,2016-4-8,16:46:34,13821,222357,2016-4-8,16:46:34,11855,132069,2016-4-8,16:46:34,5757,14899,2016-4-8,16:46:34,13813,50505,2016-4-8,16:46:34,13842,50481
2016-4-8,16:47:56,12772,61252,2016-4-8,16:46:35,13464,179026,2016-4-8,16:46:35,13972,225087,2016-4-8,16:46:35,11862,132054,2016-4-8,16:46:35,5774,14886,2016-4-8,16:46:35,13853,50896,2016-4-8,16:46:35,13587,50253
2016-4-8,16:47:57,12757,61209,2016-4-8,16:46:36,13894,186820,2016-4-8,16:46:36,13576,216028,2016-4-8,16:46:36,11854,132035,2016-4-8,16:46:36,5791,14873,2016-4-8,16:46:36,13251,47862,2016-4-8,16:46:36,13964,49864
2016-4-8,16:47:58,12738,61171,2016-4-8,16:46:37,13724,183677,2016-4-8,16:46:37,13749,214828,2016-4-8,16:46:37,11871,132013,2016-4-8,16:46:37,5789,14859,2016-4-8,16:46:37,13917,52250,2016-4-8,16:46:37,13481,49816
2016-4-8,16:47:59,12725,61143,2016-4-8,16:46:38,13764,185838,2016-4-8,16:46:38,13700,228608,2016-4-8,16:46:38,11831,71791,2016-4-8,16:46:38,5773,14849,2016-4-8,16:46:38,13295,49327,2016-4-8,16:46:38,13559,55601
2016-4-8,16:48:0,12729,61119,2016-4-8,16:46:39,13510,194315,2016-4-8,16:46:39,13161,207299,2016-4-8,16:46:39,11754,60902,2016-4-8,16:46:39,5748,14838,2016-4-8,16:46:39,13368,48809,2016-4-8,16:46:39,13707,55646
2016-4-8,16:48:1,12741,61093,2016-4-8,16:46:40,13419,194193,2016-4-8,16:46:40,13889,228527,2016-4-8,16:46:40,11727,60839,2016-4-8,16:46:40,5727,14824,2016-4-8,16:46:40,13400,49115,2016-4-8,16:46:40,13586,54126
2016-4-8,16:48:2,12753,61062,2016-4-8,16:46:41,13548,197707,2016-4-8,16:46:41,13149,206190,2016-4-8,16:46:41,11765,60789,2016-4-8,16:46:41,5743,14810,2016-4-8,16:46:41,13368,48322,2016-4-8,16:46:41,13768,55575
2016-4-8,16:48:3,12753,61032,2016-4-8,16:46:42,13415,195664,2016-4-8,16:46:42,13269,209235,2016-4-8,16:46:42,11778,60705,2016-4-8,16:46:42,5758,14794,2016-4-8,16:46:42,13587,50382,2016-4-8,16:46:42,13508,55249
2016-4-8,16:48:4,12765,61003,2016-4-8,16:46:43,13528,191320,2016-4-8,16:46:43,13282,209530,2016-4-8,16:46:43,11840,60532,2016-4-8,16:46:43,5786,14776,2016-4-8,16:46:43,13292,46675,2016-4-8,16:46:43,13817,54309
2016-4-8,16:48:5,12762,60955,2016-4-8,16:46:44,13838,186602,2016-4-8,16:46:44,13402,207039,2016-4-8,16:46:44,11904,60338,2016-4-8,16:46:44,5810,14732,2016-4-8,16:46:44,13369,47562,2016-4-8,16:46:44,13382,56418
2016-4-8,16:48:6,12767,60913,2016-4-8,16:46:45,13723,187561,2016-4-8,16:46:45,13442,213514,2016-4-8,16:46:45,11960,60120,2016-4-8,16:46:45,5811,14682,2016-4-8,16:46:45,12928,46196,2016-4-8,16:46:45,13675,53482
2016-4-8,16:48:7,12778,60879,2016-4-8,16:46:46,13266,177936,2016-4-8,16:46:46,13490,219970,2016-4-8,16:46:46,12006,59970,2016-4-8,16:46:46,5813,14627,2016-4-8,16:46:46,12967,46852,2016-4-8,16:46:46,13441,53517
2016-4-8,16:48:8,12777,60824,2016-4-8,16:46:47,13532,183224,2016-4-8,16:46:47,13611,222773,2016-4-8,16:46:47,12060,59903,2016-4-8,16:46:47,5814,14571,2016-4-8,16:46:47,13428,49256,2016-4-8,16:46:47,13634,54846
2016-4-8,16:48:9,12767,60759,2016-4-8,16:46:48,13058,175830,2016-4-8,16:46:48,13214,209305,2016-4-8,16:46:48,12031,59847,2016-4-8,16:46:48,5802,14650,2016-4-8,16:46:48,13025,46487,2016-4-8,16:46:48,13442,54598
2016-4-8,16:48:10,12766,60698,2016-4-8,16:46:49,13329,180710,2016-4-8,16:46:49,13174,207744,2016-4-8,16:46:49,11974,59784,2016-4-8,16:46:49,5770,14801,2016-4-8,16:46:49,13251,46924,2016-4-8,16:46:49,13690,55400
2016-4-8,16:48:11,12768,60627,2016-4-8,16:46:50,13221,180379,2016-4-8,16:46:50,13157,169210,2016-4-8,16:46:50,11925,59702,2016-4-8,16:46:50,5737,14786,2016-4-8,16:46:50,13476,48895,2016-4-8,16:46:50,13154,53468
2016-4-8,16:48:12,12777,60522,2016-4-8,16:46:51,13348,184773,2016-4-8,16:46:51,13037,166149,2016-4-8,16:46:51,11964,59625,2016-4-8,16:46:51,5726,14750,2016-4-8,16:46:51,13611,49536,2016-4-8,16:46:51,13274,53291
2016-4-8,16:48:13,12785,60428,2016-4-8,16:46:52,13340,182622,2016-4-8,16:46:52,13255,174077,2016-4-8,16:46:52,12028,59559,2016-4-8,16:46:52,5713,14695,2016-4-8,16:46:52,13001,46521,2016-4-8,16:46:52,13441,52883
2016-4-8,16:48:14,12790,60347,2016-4-8,16:46:53,13063,176816,2016-4-8,16:46:53,13144,174383,2016-4-8,16:46:53,12090,59501,2016-4-8,16:46:53,5705,14638,2016-4-8,16:46:53,13387,47300,2016-4-8,16:46:53,12965,52360
2016-4-8,16:48:15,12792,60253,2016-4-8,16:46:54,12866,178500,2016-4-8,16:46:54,13319,178149,2016-4-8,16:46:54,12151,59441,2016-4-8,16:46:54,5703,14598,2016-4-8,16:46:54,13607,48751,2016-4-8,16:46:54,13330,55774
2016-4-8,16:48:16,12805,60144,2016-4-8,16:46:55,13379,183643,2016-4-8,16:46:55,13294,178589,2016-4-8,16:46:55,12207,59371,2016-4-8,16:46:55,5695,14558,2016-4-8,16:46:55,13301,48218,2016-4-8,16:46:55,13293,53180
2016-4-8,16:48:17,12813,59564,2016-4-8,16:46:56,13242,180101,2016-4-8,16:46:56,12888,168922,2016-4-8,16:46:56,12197,59310,2016-4-8,16:46:56,5676,14503,2016-4-8,16:46:56,12812,47975,2016-4-8,16:46:56,13409,55654
2016-4-8,16:48:18,12821,54951,2016-4-8,16:46:57,13302,182801,2016-4-8,16:46:57,13438,183733,2016-4-8,16:46:57,12177,59255,2016-4-8,16:46:57,5652,14445,2016-4-8,16:46:57,12874,46435,2016-4-8,16:46:57,12797,51907
2016-4-8,16:48:19,12822,54866,2016-4-8,16:46:58,13157,180587,2016-4-8,16:46:58,13165,174777,2016-4-8,16:46:58,12213,59191,2016-4-8,16:46:58,5642,14386,2016-4-8,16:46:58,13406,47499,2016-4-8,16:46:58,12516,46014
2016-4-8,16:48:20,12826,54790,2016-4-8,16:46:59,13229,186298,2016-4-8,16:46:59,13239,178052,2016-4-8,16:46:59,12212,59116,2016-4-8,16:46:59,5627,14334,2016-4-8,16:46:59,13420,49325,2016-4-8,16:46:59,13461,45163
2016-4-8,16:48:21,12836,54743,2016-4-8,16:47:0,13068,179529,2016-4-8,16:47:0,13001,175157,2016-4-8,16:47:0,12145,59030,2016-4-8,16:47:0,5612,14281,2016-4-8,16:47:0,13138,47269,2016-4-8,16:47:0,13413,45137
2016-4-8,16:48:22,12846,54699,2016-4-8,16:47:1,12915,179222,2016-4-8,16:47:1,13307,182554,2016-4-8,16:47:1,12085,58984,2016-4-8,16:47:1,5606,14230,2016-4-8,16:47:1,13523,49418,2016-4-8,16:47:1,13498,45131
2016-4-8,16:48:23,12860,54633,2016-4-8,16:47:2,13418,183887,2016-4-8,16:47:2,13021,176233,2016-4-8,16:47:2,12076,58964,2016-4-8,16:47:2,5609,14185,2016-4-8,16:47:2,13752,50255,2016-4-8,16:47:2,13210,43809
2016-4-8,16:48:24,12876,54563,2016-4-8,16:47:3,12988,179613,2016-4-8,16:47:3,13333,180325,2016-4-8,16:47:3,12066,58943,2016-4-8,16:47:3,5598,14137,2016-4-8,16:47:3,13002,46580,2016-4-8,16:47:3,13084,44986
2016-4-8,16:48:25,12891,54494,2016-4-8,16:47:4,13177,181691,2016-4-8,16:47:4,12542,159109,2016-4-8,16:47:4,12041,58926,2016-4-8,16:47:4,5597,14080,2016-4-8,16:47:4,13458,49884,2016-4-8,16:47:4,12881,44466
2016-4-8,16:48:26,12905,54421,2016-4-8,16:47:5,13253,183165,2016-4-8,16:47:5,13327,185821,2016-4-8,16:47:5,12021,58908,2016-4-8,16:47:5,5594,14027,2016-4-8,16:47:5,13197,46515,2016-4-8,16:47:5,13324,43804
2016-4-8,16:48:27,12919,54352,2016-4-8,16:47:6,13071,181197,2016-4-8,16:47:6,13122,179670,2016-4-8,16:47:6,12020,58882,2016-4-8,16:47:6,5598,13987,2016-4-8,16:47:6,12901,45292,2016-4-8,16:47:6,13361,44465
2016-4-8,16:48:28,12932,54290,2016-4-8,16:47:7,13153,182228,2016-4-8,16:47:7,13022,175978,2016-4-8,16:47:7,12040,58860,2016-4-8,16:47:7,5603,13958,2016-4-8,16:47:7,13574,49802,2016-4-8,16:47:7,13035,44242
2016-4-8,16:48:29,12946,54224,2016-4-8,16:47:8,12810,178079,2016-4-8,16:47:8,13215,179666,2016-4-8,16:47:8,12051,58840,2016-4-8,16:47:8,5606,13929,2016-4-8,16:47:8,12787,43441,2016-4-8,16:47:8,12952,43860
2016-4-8,16:48:30,12955,54173,2016-4-8,16:47:9,13002,178100,2016-4-8,16:47:9,13005,172991,2016-4-8,16:47:9,12088,58821,2016-4-8,16:47:9,5619,13900,2016-4-8,16:47:9,13051,47170,2016-4-8,16:47:9,13462,44476
2016-4-8,16:48:31,12964,54131,2016-4-8,16:47:10,13004,181077,2016-4-8,16:47:10,12805,172491,2016-4-8,16:47:10,12127,58801,2016-4-8,16:47:10,5630,14088,2016-4-8,16:47:10,13016,46649,2016-4-8,16:47:10,13341,45364
2016-4-8,16:48:32,12977,54072,2016-4-8,16:47:11,12948,235767,2016-4-8,16:47:11,13070,179627,2016-4-8,16:47:11,12160,58978,2016-4-8,16:47:11,5641,14926,2016-4-8,16:47:11,13473,49378,2016-4-8,16:47:11,13077,44395
2016-4-8,16:48:33,12990,54014,2016-4-8,16:47:12,13153,239115,2016-4-8,16:47:12,13198,186123,2016-4-8,16:47:12,12161,58998,2016-4-8,16:47:12,5647,14913,2016-4-8,16:47:12,13036,47134,2016-4-8,16:47:12,12965,44044
2016-4-8,16:48:34,13002,53990,2016-4-8,16:47:13,13428,246025,2016-4-8,16:47:13,13083,183605,2016-4-8,16:47:13,12156,59184,2016-4-8,16:47:13,5652,14898,2016-4-8,16:47:13,12741,46985,2016-4-8,16:47:13,13076,45094
2016-4-8,16:48:35,13012,53978,2016-4-8,16:47:14,13195,198848,2016-4-8,16:47:14,12801,174055,2016-4-8,16:47:14,12189,59424,2016-4-8,16:47:14,5667,14881,2016-4-8,16:47:14,13058,48314,2016-4-8,16:47:14,13003,44354
2016-4-8,16:48:36,13025,53965,2016-4-8,16:47:15,13251,190651,2016-4-8,16:47:15,13353,185696,2016-4-8,16:47:15,12216,59396,2016-4-8,16:47:15,5683,14849,2016-4-8,16:47:15,12914,45370,2016-4-8,16:47:15,12864,43683
2016-4-8,16:48:37,13042,53955,2016-4-8,16:47:16,12921,186923,2016-4-8,16:47:16,12986,182038,2016-4-8,16:47:16,12226,59615,2016-4-8,16:47:16,5685,14832,2016-4-8,16:47:16,13180,47071,2016-4-8,16:47:16,12974,44243
2016-4-8,16:48:38,13060,53944,2016-4-8,16:47:17,13429,191285,2016-4-8,16:47:17,13144,180789,2016-4-8,16:47:17,12209,59799,2016-4-8,16:47:17,5682,14816,2016-4-8,16:47:17,13380,47844,2016-4-8,16:47:17,12615,44547
2016-4-8,16:48:39,13072,53935,2016-4-8,16:47:18,13435,193575,2016-4-8,16:47:18,12831,174793,2016-4-8,16:47:18,12183,59779,2016-4-8,16:47:18,5681,14800,2016-4-8,16:47:18,13433,48430,2016-4-8,16:47:18,12885,45129
2016-4-8,16:48:40,13083,53927,2016-4-8,16:47:19,12825,186997,2016-4-8,16:47:19,12907,176016,2016-4-8,16:47:19,12180,59761,2016-4-8,16:47:19,5685,14784,2016-4-8,16:47:19,13525,48529,2016-4-8,16:47:19,13203,44637
2016-4-8,16:48:41,13098,53890,2016-4-8,16:47:20,13480,189057,2016-4-8,16:47:20,13457,191917,2016-4-8,16:47:20,12199,59993,2016-4-8,16:47:20,5694,14767,2016-4-8,16:47:20,13134,47839,2016-4-8,16:47:20,13220,44832
2016-4-8,16:48:42,13113,53784,2016-4-8,16:47:21,13389,192430,2016-4-8,16:47:21,13291,184603,2016-4-8,16:47:21,12193,59979,2016-4-8,16:47:21,5695,14751,2016-4-8,16:47:21,12916,47016,2016-4-8,16:47:21,12862,43227
2016-4-8,16:48:43,13129,53663,2016-4-8,16:47:22,13405,190827,2016-4-8,16:47:22,13257,181173,2016-4-8,16:47:22,12186,59967,2016-4-8,16:47:22,5703,14791,2016-4-8,16:47:22,12779,45986,2016-4-8,16:47:22,13005,45620
2016-4-8,16:48:44,13144,53538,2016-4-8,16:47:23,13236,187559,2016-4-8,16:47:23,13159,179024,2016-4-8,16:47:23,12175,59949,2016-4-8,16:47:23,5701,14843,2016-4-8,16:47:23,12962,47218,2016-4-8,16:47:23,13238,45153
2016-4-8,16:48:45,13155,53398,2016-4-8,16:47:24,13381,189750,2016-4-8,16:47:24,13113,176247,2016-4-8,16:47:24,12141,59929,2016-4-8,16:47:24,5689,14826,2016-4-8,16:47:24,12824,45766,2016-4-8,16:47:24,12813,42697
2016-4-8,16:48:46,13153,53238,2016-4-8,16:47:25,13268,190713,2016-4-8,16:47:25,12986,180902,2016-4-8,16:47:25,12107,59911,2016-4-8,16:47:25,5682,14809,2016-4-8,16:47:25,13122,47415,2016-4-8,16:47:25,12950,44369
2016-4-8,16:48:47,13145,53113,2016-4-8,16:47:26,13124,191080,2016-4-8,16:47:26,13147,179441,2016-4-8,16:47:26,12102,59891,2016-4-8,16:47:26,5690,14791,2016-4-8,16:47:26,13264,48498,2016-4-8,16:47:26,13109,45354
2016-4-8,16:48:48,13138,53831,2016-4-8,16:47:27,12879,185208,2016-4-8,16:47:27,12915,181623,2016-4-8,16:47:27,12096,59872,2016-4-8,16:47:27,5693,14778,2016-4-8,16:47:27,12865,46077,2016-4-8,16:47:27,12882,43848
